iter	RMSEWithUncertainty
898	0.3549290759
899	0.3546103672
900	0.3544813976
901	0.354287099
902	0.3541145822
903	0.3540049149
904	0.353734742
905	0.3535436786
906	0.353210737
907	0.3531270972
908	0.352991065
909	0.3528235877
910	0.3526104205
911	0.3524540223
912	0.3523736357
913	0.3521396182
914	0.3516986711
915	0.3514735505
916	0.3512919923
917	0.351024923
918	0.350746881
919	0.3506601978
920	0.3505298255
921	0.3502660089
922	0.3498198665
923	0.3496064678
924	0.349434723
925	0.3491469237
926	0.3489359301
927	0.3488001013
928	0.3484983696
929	0.3481950517
930	0.3480429859
931	0.3479274317
932	0.3477475839
933	0.3475528456
934	0.3473541943
935	0.3470764095
936	0.3469580552
937	0.346789074
938	0.346532981
939	0.3463343617
940	0.3460664176
941	0.3459700199
942	0.3457752222
943	0.3455961956
944	0.3453764371
945	0.3451913819
946	0.3449661683
947	0.3443979549
948	0.3442920737
949	0.3440559221
950	0.3438065973
951	0.3433850423
952	0.343128291
953	0.3429859741
954	0.3427252392
955	0.3425725101
956	0.3422066719
957	0.342006401
958	0.3418394319
959	0.3416139298
960	0.3412781772
961	0.3411794159
962	0.3411087652
963	0.3407699145
964	0.3405678705
965	0.3403978839
966	0.3402204023
967	0.3399591075
968	0.339744147
969	0.3395938694
970	0.3392637726
971	0.339161175
972	0.3390150025
973	0.338814292
974	0.3386871892
975	0.338433373
976	0.3381508859
977	0.3380771004
978	0.3379400013
979	0.3377786815
980	0.3376588232
981	0.3375626327
982	0.3374721915
983	0.337015792
984	0.3368845876
985	0.3367261452
986	0.3365288651
987	0.3363839077
988	0.3362016114
989	0.3360982583
990	0.3359833206
991	0.3358832034
992	0.3357805979
993	0.3355208785
994	0.3353748137
995	0.3353017222
996	0.3349367398
997	0.3347117666
998	0.3345808403
999	0.3343672037
1000	0.3342204835
1001	0.3341568262
1002	0.3339879804
1003	0.3337406462
1004	0.3335684837
1005	0.3335154433
1006	0.3333418172
1007	0.3331368396
1008	0.3329927339
1009	0.3327514549
1010	0.3326472032
1011	0.3325681501
1012	0.332443129
1013	0.3323035757
1014	0.3319918292
1015	0.3318192078
1016	0.3316666616
1017	0.3310641896
1018	0.3309034223
1019	0.3305285181
1020	0.3303032062
1021	0.3300772324
1022	0.3299069764
1023	0.3296422882
1024	0.3295048332
1025	0.329300557
1026	0.3288446956
1027	0.3285720139
1028	0.3283866894
1029	0.3282985302
1030	0.3282135354
1031	0.3281452719
1032	0.3279317925
1033	0.3277688882
1034	0.3276671349
1035	0.3272716441
1036	0.3270393181
1037	0.3266614528
1038	0.3262641818
1039	0.3260001568
1040	0.3258810095
1041	0.3256366667
1042	0.3253632889
1043	0.3249567852
1044	0.3245230022
1045	0.3243033148
1046	0.3240492058
1047	0.3237218624
1048	0.3234172042
1049	0.3231303749
1050	0.3228575191
1051	0.322745723
1052	0.3225368456
1053	0.3223668211
1054	0.322135104
1055	0.3217573472
1056	0.3214333643
1057	0.321257178
1058	0.3208041892
1059	0.3206043939
1060	0.3202717616
1061	0.3199148637
1062	0.3197526797
1063	0.3194634477
1064	0.319347331
1065	0.3192135928
1066	0.3190517216
1067	0.3188969382
1068	0.3186467784
1069	0.3183634886
1070	0.3183120883
1071	0.3178826198
1072	0.3174978888
1073	0.3174180257
1074	0.3171653765
1075	0.3167765335
1076	0.3164015491
1077	0.3162783383
1078	0.3158973289
1079	0.3156003228
1080	0.3154923086
1081	0.3151956736
1082	0.3149962363
1083	0.314681916
1084	0.314480243
1085	0.3143196174
1086	0.3141893186
1087	0.314141653
1088	0.3140508244
1089	0.3139171796
1090	0.3137155924
1091	0.3134683978
1092	0.3131532436
1093	0.3129563531
1094	0.3128057478
1095	0.31245921
1096	0.3120840421
1097	0.3117922627
1098	0.3114566234
1099	0.3113568521
1100	0.3110193578
1101	0.3108739734
1102	0.3106194161
1103	0.3103843224
1104	0.3100498453
1105	0.3097625968
1106	0.3096279791
1107	0.3094867713
1108	0.3092357247
1109	0.3090643141
1110	0.3086760811
1111	0.3084563192
1112	0.3082646484
1113	0.3080311714
1114	0.3077301433
1115	0.3075268389
1116	0.3074860927
1117	0.3069680025
1118	0.3066949398
1119	0.3065557048
1120	0.3064016593
1121	0.306052122
1122	0.3058935573
1123	0.3056948557
1124	0.3055456747
1125	0.3052723469
1126	0.3051900845
1127	0.3050815691
1128	0.3048706812
1129	0.3047226299
1130	0.304438353
1131	0.3042932636
1132	0.3041423417
1133	0.3038175533
1134	0.3036868713
1135	0.3034587421
1136	0.3032116255
1137	0.3030143577
1138	0.3028579261
1139	0.3027398548
1140	0.3024773449
1141	0.302166874
1142	0.3020291075
1143	0.3017525284
1144	0.3015455111
1145	0.3013815522
1146	0.3010618153
1147	0.3008779056
1148	0.3006946344
1149	0.3005058895
1150	0.3003460757
1151	0.3000242355
1152	0.2998516413
1153	0.2996526016
1154	0.2993586379
1155	0.2992298906
1156	0.2989327801
1157	0.2987267294
1158	0.2985397924
1159	0.2983717364
1160	0.2981110432
1161	0.2977632961
1162	0.297678475
1163	0.297393094
1164	0.2971395769
1165	0.296871655
1166	0.2967987008
1167	0.2966319242
1168	0.2964927022
1169	0.2961477925
1170	0.2959735372
1171	0.2957937263
1172	0.2955021934
1173	0.2953501408
1174	0.2950869074
1175	0.2949107127
1176	0.2946807285
1177	0.2945508378
1178	0.2943607694
1179	0.2941796571
1180	0.2940320132
1181	0.293905203
1182	0.2935262013
1183	0.2933431075
1184	0.2932619448
1185	0.2930520817
1186	0.2929473077
1187	0.2926144667
1188	0.2923127378
1189	0.2921136301
1190	0.2916804711
1191	0.2915636391
1192	0.2912414963
1193	0.2910466177
1194	0.2907468701
1195	0.2905812777
1196	0.2903902405
1197	0.2902894333
1198	0.289735341
1199	0.2893506391
1200	0.2891072323
1201	0.2889100505
1202	0.2887261977
1203	0.2885364159
1204	0.2882436669
1205	0.2881652459
1206	0.2880357447
1207	0.287891063
1208	0.2876125307
1209	0.2874260001
1210	0.2872207856
1211	0.2870774574
1212	0.2866415848
1213	0.2865325968
1214	0.2862464959
1215	0.285902792
1216	0.2856084409
1217	0.2854618383
1218	0.2852221548
1219	0.2848822597
1220	0.2845212351
1221	0.2841070521
1222	0.2839452424
1223	0.2835812079
1224	0.283430857
1225	0.2831121095
1226	0.2828890649
1227	0.2825845893
1228	0.2823461133
1229	0.2822200597
1230	0.282008374
1231	0.2816458054
1232	0.2815300137
1233	0.2811404965
1234	0.2809492854
1235	0.280840133
1236	0.2807434813
1237	0.2806704876
1238	0.2804478616
1239	0.2803001973
1240	0.2801412126
1241	0.2800619193
1242	0.2798823838
1243	0.2796712772
1244	0.2793725782
1245	0.2790960903
1246	0.2790144717
1247	0.2787973158
1248	0.278493997
1249	0.2782821498
1250	0.2781150806
1251	0.2779472571
1252	0.2776743875
1253	0.2775695333
1254	0.2774917498
1255	0.2773439822
1256	0.2772111223
1257	0.2770352772
1258	0.2769318813
1259	0.2767554019
1260	0.2766138838
1261	0.2764020081
1262	0.2761229029
1263	0.2759265629
1264	0.2757267836
1265	0.2756335252
1266	0.2752084896
1267	0.2751049865
1268	0.2749199242
1269	0.2748145484
1270	0.2745892537
1271	0.2743795161
1272	0.274141898
1273	0.2740244197
1274	0.2735718985
1275	0.2733275908
1276	0.2731806448
1277	0.2729407539
1278	0.2727962129
1279	0.27267493
1280	0.2725243161
1281	0.2723030461
1282	0.2722058473
1283	0.2719937911
1284	0.2717986099
1285	0.2715418782
1286	0.2714980034
1287	0.2713566403
1288	0.2711612895
1289	0.2709612601
1290	0.2708726394
1291	0.2707758336
1292	0.2705759983
1293	0.270393194
1294	0.2702030721
1295	0.2699647579
1296	0.269809275
1297	0.2696548
1298	0.2695331478
1299	0.2694259897
1300	0.2692835144
1301	0.2691418847
1302	0.2689049536
1303	0.2687251769
1304	0.2686487815
1305	0.2684758555
1306	0.26826214
1307	0.2681545464
1308	0.267988649
1309	0.2677372375
1310	0.2675703054
1311	0.267387547
1312	0.2673280433
1313	0.2671311083
1314	0.2669178152
1315	0.2667864375
1316	0.26662247
1317	0.2664183482
1318	0.2662086108
1319	0.2659682425
1320	0.2658396123
1321	0.2656535679
1322	0.2654412041
1323	0.265226141
1324	0.2651038735
1325	0.2649093649
1326	0.2646692078
1327	0.2644962832
1328	0.2643911754
1329	0.2642151327
1330	0.2640538082
1331	0.2638584892
1332	0.2635372432
1333	0.2634421808
1334	0.2632895993
1335	0.2631573711
1336	0.263002842
1337	0.2628904721
1338	0.2627501011
1339	0.2626348254
1340	0.2625184683
1341	0.2624165601
1342	0.2622404834
1343	0.262088568
1344	0.2618982335
1345	0.2616434132
1346	0.2615759542
1347	0.2614394203
1348	0.2611842083
1349	0.2610535235
1350	0.2609629197
1351	0.260831351
1352	0.2607075621
1353	0.2605519163
1354	0.2601662519
1355	0.259799215
1356	0.2596888591
1357	0.2595774505
1358	0.2594778458
1359	0.2593009431
1360	0.2590524066
1361	0.2588183251
1362	0.25875773
1363	0.2587344781
1364	0.2585480458
1365	0.2584041171
1366	0.2583146332
1367	0.258137119
1368	0.2580352901
1369	0.2578285854
1370	0.257686629
1371	0.2573378235
1372	0.2571712121
1373	0.2569843725
1374	0.256777729
1375	0.2565739539
1376	0.2564935739
1377	0.2562868651
1378	0.2561964233
1379	0.2560197874
1380	0.2557289018
1381	0.2556287893
1382	0.2554691379
1383	0.2553366694
1384	0.2551828127
1385	0.2549803264
1386	0.2549180281
1387	0.2546630621
1388	0.2544599792
1389	0.2543246641
1390	0.2541658986
1391	0.253841343
1392	0.2537190861
1393	0.2534676755
1394	0.2533677297
1395	0.2532776743
1396	0.2531242817
1397	0.2529749136
1398	0.2527806484
1399	0.2526948258
1400	0.2525851454
1401	0.2522135147
1402	0.2521481976
1403	0.2520036585
1404	0.2517851084
1405	0.2516206868
1406	0.2515404785
1407	0.2513316561
1408	0.2511009397
1409	0.2509537913
1410	0.2508807348
1411	0.250733377
1412	0.2506103727
1413	0.2502950484
1414	0.250029173
1415	0.2496680231
1416	0.2495185662
1417	0.2493576745
1418	0.2492930063
1419	0.2490659255
1420	0.2488601858
1421	0.2487248712
1422	0.2485672618
1423	0.2484391449
1424	0.248366134
1425	0.2482342523
1426	0.2480583842
1427	0.2478934423
1428	0.2476179155
1429	0.2474910482
1430	0.247318814
1431	0.247219588
1432	0.2470752241
1433	0.2470071021
1434	0.246951114
1435	0.2468388188
1436	0.2467419445
1437	0.2465891762
1438	0.246463158
1439	0.246328793
1440	0.2460800899
1441	0.2459456972
1442	0.2458547072
1443	0.2456696968
1444	0.2455410008
1445	0.2454902752
1446	0.2453501684
1447	0.2451162675
1448	0.245020628
1449	0.2448069717
1450	0.2446847315
1451	0.2446409766
1452	0.2446036941
1453	0.2444292605
1454	0.2442609118
1455	0.2441444952
1456	0.2438962545
1457	0.2436993427
1458	0.2434246211
1459	0.2431783257
1460	0.2429826385
1461	0.2428917508
1462	0.2427743276
1463	0.2427137087
1464	0.2424871199
1465	0.2422761229
1466	0.2420631728
1467	0.241938849
1468	0.2418325991
1469	0.2416842151
1470	0.2415273882
1471	0.2413857628
1472	0.2411493806
1473	0.2408892226
1474	0.2404934218
1475	0.2403141477
1476	0.2401063528
1477	0.2400082557
1478	0.2399460173
1479	0.2398571233
1480	0.2397131837
1481	0.2396152346
1482	0.2394615305
1483	0.2392940867
1484	0.23918601
1485	0.2390410172
1486	0.2388131087
1487	0.2387190528
1488	0.2385092966
1489	0.2384300161
1490	0.2383358167
1491	0.2382252992
1492	0.2381465631
1493	0.237765389
1494	0.2376442809
1495	0.2375301466
1496	0.2374253437
1497	0.2373006331
1498	0.2371032708
1499	0.2369563328
