iter	Passed	Remaining
481	10543	22269
482	10570	22258
483	10599	22250
484	10618	22222
485	10639	22197
486	10660	22174
487	10679	22147
488	10700	22123
489	10719	22094
490	10737	22065
491	10758	22041
492	10778	22015
493	10801	21995
494	10821	21970
495	10838	21938
496	10856	21910
497	10875	21881
498	10892	21850
499	10911	21822
500	10929	21792
501	10946	21762
502	10963	21731
503	10980	21699
504	10998	21670
505	11018	21644
506	11039	21622
507	11059	21595
508	11083	21579
509	11101	21550
510	11120	21523
511	11139	21495
512	11159	21471
513	11184	21456
514	11208	21437
515	11233	21422
516	11255	21399
517	11273	21372
518	11290	21340
519	11308	21311
520	11328	21287
521	11346	21259
522	11364	21228
523	11387	21210
524	11409	21188
525	11431	21168
526	11452	21144
527	11471	21118
528	11489	21089
529	11511	21068
530	11532	21045
531	11555	21026
532	11579	21008
533	11605	20994
534	11621	20962
535	11640	20935
536	11659	20909
537	11677	20881
538	11696	20854
539	11715	20827
540	11738	20808
541	11758	20782
542	11777	20757
543	11798	20733
544	11821	20714
545	11840	20688
546	11858	20660
547	11876	20631
548	11893	20603
549	11914	20580
550	11932	20551
551	11954	20531
552	11977	20510
553	12000	20492
554	12023	20472
555	12046	20452
556	12063	20423
557	12083	20398
558	12101	20372
559	12119	20342
560	12139	20318
561	12161	20297
562	12182	20275
563	12199	20246
564	12216	20217
565	12234	20189
566	12252	20161
567	12268	20130
568	12289	20108
569	12310	20085
570	12327	20056
571	12353	20041
572	12376	20021
573	12400	20005
574	12422	19984
575	12441	19957
576	12459	19930
577	12475	19901
578	12495	19876
579	12521	19862
580	12545	19843
581	12565	19819
582	12588	19801
583	12607	19774
584	12625	19747
585	12652	19733
586	12672	19710
587	12691	19684
588	12708	19656
589	12729	19633
590	12749	19610
591	12772	19590
592	12796	19573
593	12818	19551
594	12842	19534
595	12864	19511
596	12882	19484
597	12900	19458
598	12920	19434
599	12938	19407
600	12958	19383
601	12978	19359
602	12995	19331
603	13012	19302
604	13031	19277
605	13053	19256
606	13071	19229
607	13093	19209
608	13116	19189
609	13135	19164
610	13153	19138
611	13174	19115
612	13191	19088
613	13211	19064
614	13231	19041
615	13252	19017
616	13270	18991
617	13292	18971
618	13311	18945
619	13331	18921
620	13348	18893
621	13365	18866
622	13384	18841
623	13402	18814
624	13421	18790
625	13441	18766
626	13459	18740
627	13476	18712
628	13495	18688
629	13517	18667
630	13534	18639
631	13553	18614
632	13572	18589
633	13592	18567
634	13612	18543
635	13634	18521
636	13651	18495
637	13669	18468
638	13687	18443
639	13709	18422
640	13732	18402
641	13754	18382
642	13773	18357
643	13791	18330
644	13809	18306
645	13827	18279
646	13850	18260
647	13869	18235
648	13886	18209
649	13906	18185
650	13930	18167
651	13954	18149
652	13979	18132
653	13998	18108
654	14027	18095
655	14049	18075
656	14067	18050
657	14087	18027
658	14108	18004
659	14127	17980
660	14146	17955
661	14164	17929
662	14181	17902
663	14199	17877
664	14217	17852
665	14237	17829
666	14255	17803
667	14276	17781
668	14299	17761
669	14319	17738
670	14340	17716
671	14357	17690
672	14380	17670
673	14403	17651
674	14425	17631
675	14447	17610
676	14470	17591
677	14493	17571
678	14514	17550
679	14536	17529
680	14556	17506
681	14582	17490
682	14601	17466
683	14622	17444
684	14642	17420
685	14663	17399
686	14687	17380
687	14705	17355
688	14724	17332
689	14749	17314
690	14772	17294
691	14790	17269
692	14808	17244
693	14829	17222
694	14851	17201
695	14873	17181
696	14892	17157
697	14910	17131
698	14930	17109
699	14950	17086
700	14968	17060
701	14987	17036
702	15007	17013
703	15023	16986
704	15040	16960
705	15057	16934
706	15079	16913
707	15103	16895
708	15123	16872
709	15143	16849
710	15164	16827
711	15184	16805
712	15206	16784
713	15226	16761
714	15245	16737
715	15265	16715
716	15286	16693
717	15304	16669
718	15324	16645
719	15342	16620
720	15361	16597
721	15379	16572
722	15396	16546
723	15416	16523
724	15434	16499
725	15452	16474
726	15470	16448
727	15488	16424
728	15505	16398
729	15527	16378
730	15546	16354
731	15567	16332
732	15593	16316
733	15615	16296
734	15643	16282
735	15663	16259
736	15684	16237
737	15703	16214
738	15722	16190
739	15740	16165
740	15759	16142
741	15778	16118
742	15797	16095
743	15820	16075
744	15838	16051
745	15858	16029
746	15877	16005
747	15899	15984
748	15921	15963
749	15940	15940
750	15962	15919
751	15996	15911
752	16037	15909
753	16073	15903
754	16101	15888
755	16121	15865
756	16140	15842
757	16160	15819
758	16177	15793
759	16193	15766
760	16210	15741
761	16227	15716
762	16246	15693
763	16267	15670
764	16284	15646
765	16305	15624
766	16326	15602
767	16344	15578
768	16365	15556
769	16385	15534
770	16407	15513
771	16426	15490
772	16445	15466
773	16465	15444
774	16483	15419
775	16502	15397
776	16522	15374
777	16540	15350
778	16559	15326
779	16576	15301
780	16594	15277
781	16613	15253
782	16631	15230
783	16650	15206
784	16667	15181
785	16686	15157
786	16704	15133
787	16726	15113
788	16745	15090
789	16767	15069
790	16790	15049
791	16808	15025
792	16828	15003
793	16846	14979
794	16865	14955
795	16883	14932
796	16901	14907
797	16919	14883
798	16942	14864
799	16959	14839
800	16975	14813
801	16995	14791
802	17015	14768
803	17036	14747
804	17055	14724
805	17071	14699
806	17090	14676
807	17108	14652
808	17129	14630
809	17148	14608
810	17168	14585
811	17185	14561
812	17206	14540
813	17226	14518
814	17246	14495
815	17267	14473
816	17290	14454
817	17311	14433
818	17332	14411
819	17349	14387
820	17369	14365
821	17389	14342
822	17406	14318
823	17426	14296
824	17447	14275
825	17471	14256
826	17494	14236
827	17514	14214
828	17535	14193
829	17553	14169
830	17571	14146
831	17591	14124
832	17609	14099
833	17625	14075
834	17647	14054
835	17667	14032
836	17691	14014
837	17712	13992
838	17733	13971
839	17754	13950
840	17774	13927
841	17792	13904
842	17811	13881
843	17832	13860
844	17852	13838
845	17875	13818
846	17896	13797
847	17919	13777
848	17943	13758
849	17966	13738
850	17989	13719
851	18011	13698
852	18033	13678
853	18053	13656
854	18070	13632
855	18090	13609
856	18107	13585
857	18125	13562
858	18148	13542
859	18171	13522
860	18189	13499
861	18208	13476
862	18231	13456
863	18248	13432
864	18264	13408
865	18284	13385
866	18302	13362
867	18321	13340
868	18344	13320
869	18366	13300
870	18386	13277
871	18404	13254
872	18426	13234
873	18446	13212
874	18466	13190
875	18487	13169
876	18510	13149
877	18534	13130
878	18553	13107
879	18574	13086
880	18596	13066
881	18617	13044
882	18639	13024
883	18659	13002
884	18677	12979
885	18696	12956
886	18715	12934
887	18737	12913
888	18757	12891
889	18774	12868
890	18794	12846
891	18817	12826
892	18836	12803
893	18856	12782
894	18877	12760
895	18905	12744
896	18925	12722
897	18946	12701
898	18970	12681
899	18992	12661
900	19008	12637
901	19025	12613
902	19044	12590
903	19065	12569
904	19085	12547
905	19106	12526
906	19127	12505
907	19154	12488
908	19176	12467
909	19196	12445
910	19214	12423
911	19232	12399
912	19249	12376
913	19269	12354
914	19287	12331
915	19305	12308
916	19322	12284
917	19341	12262
918	19361	12240
919	19381	12218
920	19401	12196
921	19419	12174
922	19438	12151
923	19457	12129
924	19477	12107
925	19495	12084
926	19513	12061
927	19534	12040
928	19557	12021
929	19582	12002
930	19602	11980
931	19623	11959
932	19647	11939
933	19667	11918
934	19688	11897
935	19708	11875
936	19729	11854
937	19751	11834
938	19774	11814
939	19792	11791
940	19811	11768
941	19829	11746
942	19847	11723
943	19866	11700
944	19889	11681
945	19909	11659
946	19929	11637
947	19950	11616
948	19974	11597
949	19996	11576
950	20015	11554
951	20040	11536
952	20065	11516
953	20085	11495
954	20105	11473
955	20122	11450
956	20140	11427
957	20158	11404
958	20180	11384
959	20203	11364
960	20224	11343
961	20247	11323
962	20270	11303
963	20293	11283
964	20317	11264
965	20341	11244
966	20363	11224
967	20385	11203
968	20406	11182
969	20430	11163
970	20454	11143
971	20478	11124
972	20502	11104
973	20523	11083
974	20542	11061
975	20563	11040
976	20583	11018
977	20602	10996
978	20623	10975
979	20641	10952
980	20658	10929
981	20678	10907
982	20695	10884
983	20714	10862
984	20732	10839
985	20751	10817
986	20769	10794
987	20787	10772
988	20813	10754
989	20836	10733
990	20854	10711
991	20872	10688
992	20888	10665
993	20904	10641
994	20922	10619
995	20939	10595
996	20957	10573
997	20975	10550
998	20992	10527
999	21009	10504
1000	21027	10482
1001	21043	10458
1002	21060	10435
1003	21077	10412
1004	21097	10391
1005	21116	10369
1006	21134	10346
1007	21153	10324
1008	21173	10303
1009	21194	10282
1010	21216	10262
1011	21237	10241
1012	21256	10218
1013	21274	10196
1014	21292	10174
1015	21310	10151
1016	21331	10131
1017	21357	10112
1018	21378	10091
1019	21400	10070
1020	21423	10050
1021	21442	10028
1022	21458	10005
1023	21475	9982
1024	21492	9959
1025	21510	9937
1026	21530	9916
1027	21548	9893
1028	21567	9871
1029	21590	9851
1030	21610	9830
1031	21628	9808
1032	21649	9787
1033	21667	9765
1034	21686	9743
1035	21705	9721
1036	21723	9699
1037	21742	9677
1038	21761	9655
1039	21783	9634
1040	21805	9614
1041	21825	9593
1042	21849	9573
1043	21876	9555
1044	21899	9535
1045	21922	9514
1046	21948	9496
1047	21968	9475
1048	21989	9453
1049	22008	9432
1050	22030	9411
1051	22050	9390
1052	22069	9368
1053	22087	9346
1054	22106	9324
1055	22123	9302
1056	22142	9280
1057	22161	9258
1058	22186	9239
1059	22211	9220
1060	22232	9198
1061	22250	9176
1062	22267	9154
1063	22283	9131
1064	22299	9108
1065	22321	9087
1066	22343	9067
1067	22363	9045
1068	22383	9024
1069	22403	9003
1070	22423	8981
1071	22446	8962
1072	22469	8941
1073	22492	8921
1074	22513	8900
1075	22535	8880
1076	22558	8859
1077	22577	8838
1078	22597	8816
1079	22619	8796
1080	22637	8774
1081	22655	8752
1082	22680	8733
1083	22701	8712
1084	22724	8691
1085	22751	8673
1086	22771	8652
1087	22789	8629
1088	22809	8608
1089	22827	8586
1090	22847	8565
1091	22868	8544
1092	22886	8522
1093	22907	8501
1094	22928	8480
1095	22947	8458
1096	22967	8437
1097	22987	8416
1098	23010	8395
1099	23027	8373
1100	23050	8353
1101	23073	8333
1102	23093	8312
1103	23116	8291
1104	23136	8270
1105	23155	8248
1106	23172	8226
1107	23190	8204
1108	23210	8183
1109	23229	8161
1110	23248	8140
1111	23267	8118
1112	23286	8096
1113	23308	8076
1114	23327	8054
1115	23345	8032
1116	23364	8011
1117	23385	7990
1118	23405	7969
1119	23424	7947
1120	23446	7927
1121	23465	7905
1122	23483	7883
1123	23501	7861
1124	23519	7839
1125	23538	7818
1126	23554	7795
1127	23571	7773
1128	23589	7751
1129	23609	7730
1130	23636	7711
1131	23664	7693
1132	23691	7674
1133	23714	7653
1134	23735	7633
1135	23751	7610
1136	23770	7588
1137	23787	7566
1138	23806	7545
1139	23822	7522
1140	23842	7501
1141	23864	7481
1142	23883	7459
1143	23910	7440
1144	23929	7419
1145	23948	7397
1146	23968	7376
1147	23987	7355
1148	24006	7333
1149	24025	7312
1150	24044	7290
1151	24064	7269
1152	24084	7248
1153	24106	7227
1154	24127	7207
1155	24148	7186
1156	24165	7164
1157	24185	7142
1158	24201	7120
1159	24221	7099
1160	24237	7077
1161	24254	7055
1162	24270	7032
1163	24289	7011
1164	24307	6989
1165	24333	6970
1166	24356	6950
1167	24382	6930
1168	24401	6909
1169	24421	6888
1170	24455	6870
1171	24485	6852
1172	24524	6836
1173	24557	6819
1174	24586	6800
1175	24623	6784
1176	24646	6763
1177	24667	6742
1178	24688	6721
1179	24706	6700
1180	24726	6678
1181	24744	6657
1182	24765	6636
1183	24784	6614
1184	24802	6593
1185	24820	6571
1186	24837	6549
1187	24856	6527
1188	24875	6506
1189	24894	6485
1190	24915	6464
1191	24937	6443
1192	24957	6422
1193	24977	6401
1194	24999	6380
1195	25017	6358
1196	25034	6337
1197	25051	6315
1198	25070	6293
1199	25090	6272
1200	25109	6251
1201	25126	6229
1202	25140	6206
1203	25156	6184
1204	25173	6162
1205	25190	6140
1206	25208	6119
1207	25226	6097
1208	25243	6076
1209	25258	6053
1210	25277	6032
1211	25292	6010
1212	25312	5989
1213	25330	5967
1214	25350	5946
1215	25367	5924
1216	25384	5902
1217	25398	5880
1218	25416	5858
1219	25435	5837
1220	25454	5816
1221	25472	5794
1222	25488	5773
1223	25507	5751
1224	25526	5730
1225	25542	5708
1226	25558	5686
1227	25578	5665
1228	25594	5643
1229	25612	5622
1230	25628	5600
1231	25643	5578
1232	25658	5556
1233	25677	5535
1234	25697	5513
1235	25716	5492
1236	25733	5471
1237	25751	5449
1238	25770	5428
1239	25790	5407
1240	25807	5386
1241	25854	5370
1242	25889	5352
1243	25925	5335
1244	25945	5314
1245	25967	5293
1246	25989	5272
1247	26017	5253
1248	26058	5236
1249	26120	5224
1250	26158	5206
1251	26203	5190
1252	26235	5171
1253	26302	5159
1254	26332	5140
1255	26386	5126
1256	26415	5106
1257	26464	5090
1258	26499	5072
1259	26536	5054
1260	26580	5037
1261	26642	5024
1262	26736	5017
1263	26771	4998
1264	26799	4978
1265	26826	4958
1266	26859	4939
1267	26888	4919
1268	26910	4898
1269	26951	4881
1270	26986	4862
1271	27057	4849
1272	27079	4828
1273	27103	4807
1274	27131	4787
1275	27156	4767
1276	27180	4746
1277	27207	4726
1278	27236	4706
1279	27265	4686
1280	27300	4667
1281	27339	4649
1282	27380	4630
1283	27412	4611
1284	27445	4592
1285	27483	4573
1286	27512	4553
1287	27546	4534
1288	27587	4515
1289	27629	4497
1290	27662	4478
1291	27689	4457
1292	27728	4439
1293	27759	4419
1294	27794	4399
1295	27823	4379
1296	27850	4358
1297	27879	4338
1298	27906	4318
1299	27934	4297
1300	27961	4276
1301	27984	4255
1302	28014	4235
1303	28041	4214
1304	28067	4193
1305	28093	4173
1306	28119	4152
1307	28143	4131
1308	28168	4110
1309	28191	4088
1310	28214	4067
1311	28237	4046
1312	28259	4024
1313	28284	4003
1314	28307	3982
1315	28329	3961
1316	28352	3939
1317	28379	3918
1318	28403	3897
1319	28428	3876
1320	28453	3855
1321	28476	3834
1322	28503	3813
1323	28529	3792
1324	28554	3771
1325	28579	3750
1326	28605	3729
1327	28628	3707
1328	28656	3687
1329	28685	3666
1330	28710	3645
1331	28733	3624
1332	28760	3603
1333	28781	3581
1334	28807	3560
1335	28832	3539
1336	28859	3518
1337	28883	3497
1338	28906	3475
1339	28931	3454
1340	28954	3433
1341	28979	3411
1342	29006	3390
1343	29034	3370
1344	29061	3349
1345	29091	3328
1346	29114	3307
1347	29141	3286
1348	29172	3265
1349	29198	3244
1350	29226	3223
1351	29253	3202
1352	29290	3182
1353	29322	3161
1354	29355	3141
1355	29382	3120
1356	29405	3098
1357	29429	3077
1358	29456	3056
1359	29481	3034
1360	29507	3013
1361	29534	2992
1362	29559	2971
1363	29586	2949
1364	29620	2929
1365	29648	2908
1366	29680	2887
1367	29710	2866
1368	29736	2845
1369	29760	2823
1370	29789	2802
1371	29821	2782
1372	29852	2761
1373	29876	2739
1374	29900	2718
1375	29926	2696
1376	29951	2675
1377	29975	2653
1378	29999	2632
1379	30024	2610
1380	30050	2589
1381	30076	2568
1382	30101	2546
1383	30129	2525
1384	30163	2504
1385	30193	2483
1386	30221	2462
1387	30246	2440
1388	30278	2419
1389	30304	2398
1390	30330	2376
1391	30357	2355
1392	30383	2333
1393	30408	2312
1394	30432	2290
1395	30458	2269
1396	30482	2247
1397	30508	2225
1398	30531	2204
1399	30555	2182
1400	30580	2160
1401	30614	2139
1402	30662	2119
1403	30701	2099
1404	30728	2077
1405	30752	2056
1406	30777	2034
1407	30803	2012
1408	30827	1990
1409	30852	1969
1410	30880	1947
1411	30905	1926
1412	30935	1904
1413	30961	1883
1414	30988	1861
1415	31015	1839
1416	31040	1818
1417	31065	1796
1418	31090	1774
1419	31116	1753
1420	31143	1731
1421	31169	1709
1422	31194	1687
1423	31218	1666
1424	31243	1644
1425	31268	1622
1426	31295	1600
1427	31323	1579
1428	31352	1557
1429	31374	1535
1430	31401	1514
1431	31427	1492
1432	31454	1470
1433	31477	1448
1434	31502	1426
1435	31527	1405
1436	31553	1383
1437	31577	1361
1438	31601	1339
1439	31631	1317
1440	31657	1296
1441	31680	1274
1442	31705	1252
1443	31730	1230
1444	31757	1208
1445	31782	1186
1446	31806	1165
1447	31831	1143
1448	31855	1121
1449	31878	1099
1450	31901	1077
1451	31926	1055
1452	31950	1033
1453	31975	1011
1454	32002	989
1455	32022	967
1456	32046	945
1457	32069	923
1458	32091	901
1459	32116	879
1460	32140	857
1461	32163	835
1462	32188	814
1463	32216	792
1464	32242	770
1465	32266	748
1466	32291	726
1467	32314	704
1468	32335	682
1469	32358	660
1470	32380	638
1471	32402	616
1472	32428	594
1473	32453	572
1474	32480	550
1475	32504	528
1476	32528	506
1477	32549	484
1478	32573	462
1479	32597	440
1480	32625	418
1481	32651	396
1482	32676	374
1483	32702	352
1484	32726	330
1485	32753	308
1486	32781	286
1487	32803	264
1488	32825	242
1489	32848	220
1490	32874	198
1491	32898	176
1492	32921	154
1493	32943	132
1494	32967	110
1495	32991	88
1496	33014	66
1497	33035	44
1498	33060	22
1499	33083	0
